,mixed,near_end,far_end1,far_end2,mixed_path,near_end_path,far_end1_path,far_end2_path,near_end_loc,far_end_loc1,far_end_loc2,mic_loc1,room_dim,sample_freq,room_max_order,room_absorption
6420,6421.wav,MJRH1_1.wav,MPEB0_2.wav,FJLR0_1.wav,./data/mixed/6421.wav,./data/near_end/MJRH1_1.wav,./data/far_end/MPEB0_2.wav,./data/far_end/FJLR0_1.wav,"[10, 6, 2]","[4, 10, 4]","[9, 7, 5]","[11, 1, 5]","[15, 10, 5]",16000,3,0.2
6421,6422.wav,MJRH1_1.wav,FMEM0_4.wav,MDLH0_2.wav,./data/mixed/6422.wav,./data/near_end/MJRH1_1.wav,./data/far_end/FMEM0_4.wav,./data/far_end/MDLH0_2.wav,"[1, 3, 4]","[3, 3, 1]","[9, 2, 3]","[10, 1, 5]","[15, 10, 5]",16000,3,0.2
6422,6423.wav,MJRH1_1.wav,MJPM1_1.wav,MEGJ0_3.wav,./data/mixed/6423.wav,./data/near_end/MJRH1_1.wav,./data/far_end/MJPM1_1.wav,./data/far_end/MEGJ0_3.wav,"[9, 9, 1]","[2, 8, 3]","[12, 2, 1]","[9, 8, 5]","[15, 10, 5]",16000,3,0.2
6423,6424.wav,MJRH1_1.wav,MEJS0_1.wav,MHMR0_2.wav,./data/mixed/6424.wav,./data/near_end/MJRH1_1.wav,./data/far_end/MEJS0_1.wav,./data/far_end/MHMR0_2.wav,"[2, 3, 2]","[10, 4, 3]","[8, 4, 4]","[9, 8, 4]","[15, 10, 5]",16000,3,0.2
6424,6425.wav,MJRH1_1.wav,FDMY0_5.wav,MDEF0_3.wav,./data/mixed/6425.wav,./data/near_end/MJRH1_1.wav,./data/far_end/FDMY0_5.wav,./data/far_end/MDEF0_3.wav,"[12, 2, 5]","[7, 5, 4]","[10, 6, 3]","[8, 7, 1]","[15, 10, 5]",16000,3,0.2
6425,6426.wav,MJRH1_2.wav,FKLC1_1.wav,FKKH0_1.wav,./data/mixed/6426.wav,./data/near_end/MJRH1_2.wav,./data/far_end/FKLC1_1.wav,./data/far_end/FKKH0_1.wav,"[13, 3, 5]","[9, 2, 5]","[1, 7, 5]","[8, 4, 4]","[15, 10, 5]",16000,3,0.2
6426,6427.wav,MJRH1_2.wav,FJRP1_3.wav,FTBR0_3.wav,./data/mixed/6427.wav,./data/near_end/MJRH1_2.wav,./data/far_end/FJRP1_3.wav,./data/far_end/FTBR0_3.wav,"[5, 7, 4]","[11, 1, 2]","[12, 4, 3]","[10, 8, 5]","[15, 10, 5]",16000,3,0.2
6427,6428.wav,MJRH1_2.wav,FLEH0_2.wav,MPRT0_2.wav,./data/mixed/6428.wav,./data/near_end/MJRH1_2.wav,./data/far_end/FLEH0_2.wav,./data/far_end/MPRT0_2.wav,"[8, 4, 2]","[5, 8, 4]","[1, 2, 1]","[4, 6, 1]","[15, 10, 5]",16000,3,0.2
6428,6429.wav,MJRH1_2.wav,MRRE0_2.wav,MPRD0_3.wav,./data/mixed/6429.wav,./data/near_end/MJRH1_2.wav,./data/far_end/MRRE0_2.wav,./data/far_end/MPRD0_3.wav,"[6, 5, 2]","[11, 5, 1]","[13, 9, 2]","[2, 1, 2]","[15, 10, 5]",16000,3,0.2
6429,6430.wav,MJRH1_2.wav,MDRD0_4.wav,MJJB0_1.wav,./data/mixed/6430.wav,./data/near_end/MJRH1_2.wav,./data/far_end/MDRD0_4.wav,./data/far_end/MJJB0_1.wav,"[14, 1, 2]","[8, 8, 4]","[14, 7, 3]","[13, 7, 2]","[15, 10, 5]",16000,3,0.2
6430,6431.wav,MJRH1_3.wav,FJRB0_3.wav,FSJS0_2.wav,./data/mixed/6431.wav,./data/near_end/MJRH1_3.wav,./data/far_end/FJRB0_3.wav,./data/far_end/FSJS0_2.wav,"[10, 9, 3]","[7, 5, 3]","[2, 9, 3]","[3, 4, 2]","[15, 10, 5]",16000,3,0.2
6431,6432.wav,MJRH1_3.wav,FDMY0_1.wav,MRSO0_3.wav,./data/mixed/6432.wav,./data/near_end/MJRH1_3.wav,./data/far_end/FDMY0_1.wav,./data/far_end/MRSO0_3.wav,"[2, 10, 5]","[6, 9, 4]","[4, 8, 5]","[12, 2, 3]","[15, 10, 5]",16000,3,0.2
6432,6433.wav,MJRH1_3.wav,MDCM0_1.wav,FCYL0_3.wav,./data/mixed/6433.wav,./data/near_end/MJRH1_3.wav,./data/far_end/MDCM0_1.wav,./data/far_end/FCYL0_3.wav,"[7, 10, 5]","[14, 4, 4]","[5, 2, 5]","[5, 10, 2]","[15, 10, 5]",16000,3,0.2
6433,6434.wav,MJRH1_3.wav,MMEB0_2.wav,MFMC0_3.wav,./data/mixed/6434.wav,./data/near_end/MJRH1_3.wav,./data/far_end/MMEB0_2.wav,./data/far_end/MFMC0_3.wav,"[12, 3, 3]","[9, 2, 4]","[9, 2, 2]","[14, 2, 2]","[15, 10, 5]",16000,3,0.2
6434,6435.wav,MJRH1_3.wav,MPAR0_2.wav,MHMR0_2.wav,./data/mixed/6435.wav,./data/near_end/MJRH1_3.wav,./data/far_end/MPAR0_2.wav,./data/far_end/MHMR0_2.wav,"[3, 2, 5]","[1, 6, 1]","[11, 8, 2]","[10, 3, 2]","[15, 10, 5]",16000,3,0.2
6435,6436.wav,MJRH1_4.wav,FSDJ0_2.wav,MSRR0_1.wav,./data/mixed/6436.wav,./data/near_end/MJRH1_4.wav,./data/far_end/FSDJ0_2.wav,./data/far_end/MSRR0_1.wav,"[7, 9, 4]","[4, 10, 3]","[2, 9, 4]","[1, 6, 3]","[15, 10, 5]",16000,3,0.2
6436,6437.wav,MJRH1_4.wav,MCHL0_3.wav,MDCM0_2.wav,./data/mixed/6437.wav,./data/near_end/MJRH1_4.wav,./data/far_end/MCHL0_3.wav,./data/far_end/MDCM0_2.wav,"[1, 2, 2]","[12, 4, 2]","[4, 7, 1]","[7, 10, 1]","[15, 10, 5]",16000,3,0.2
6437,6438.wav,MJRH1_4.wav,FCDR1_3.wav,MDPK0_2.wav,./data/mixed/6438.wav,./data/near_end/MJRH1_4.wav,./data/far_end/FCDR1_3.wav,./data/far_end/MDPK0_2.wav,"[6, 4, 4]","[1, 3, 1]","[14, 1, 1]","[13, 6, 4]","[15, 10, 5]",16000,3,0.2
6438,6439.wav,MJRH1_4.wav,FAEM0_3.wav,MTER0_2.wav,./data/mixed/6439.wav,./data/near_end/MJRH1_4.wav,./data/far_end/FAEM0_3.wav,./data/far_end/MTER0_2.wav,"[2, 8, 3]","[9, 7, 2]","[13, 9, 1]","[14, 9, 5]","[15, 10, 5]",16000,3,0.2
6439,6440.wav,MJRH1_4.wav,MLJH0_5.wav,FSKC0_3.wav,./data/mixed/6440.wav,./data/near_end/MJRH1_4.wav,./data/far_end/MLJH0_5.wav,./data/far_end/FSKC0_3.wav,"[13, 8, 5]","[7, 4, 2]","[7, 6, 5]","[6, 5, 2]","[15, 10, 5]",16000,3,0.2
6440,6441.wav,MJRH1_5.wav,MJJB0_3.wav,MPRD0_3.wav,./data/mixed/6441.wav,./data/near_end/MJRH1_5.wav,./data/far_end/MJJB0_3.wav,./data/far_end/MPRD0_3.wav,"[6, 7, 5]","[13, 9, 5]","[1, 8, 3]","[8, 9, 1]","[15, 10, 5]",16000,3,0.2
6441,6442.wav,MJRH1_5.wav,FSJG0_3.wav,MTLC0_3.wav,./data/mixed/6442.wav,./data/near_end/MJRH1_5.wav,./data/far_end/FSJG0_3.wav,./data/far_end/MTLC0_3.wav,"[9, 5, 3]","[1, 2, 4]","[11, 2, 2]","[2, 7, 3]","[15, 10, 5]",16000,3,0.2
6442,6443.wav,MJRH1_5.wav,FEME0_2.wav,MDMA0_3.wav,./data/mixed/6443.wav,./data/near_end/MJRH1_5.wav,./data/far_end/FEME0_2.wav,./data/far_end/MDMA0_3.wav,"[3, 10, 2]","[11, 6, 1]","[10, 6, 4]","[6, 8, 2]","[15, 10, 5]",16000,3,0.2
6443,6444.wav,MJRH1_5.wav,MRTC0_2.wav,FSKP0_2.wav,./data/mixed/6444.wav,./data/near_end/MJRH1_5.wav,./data/far_end/MRTC0_2.wav,./data/far_end/FSKP0_2.wav,"[14, 10, 5]","[5, 3, 5]","[13, 6, 1]","[8, 3, 2]","[15, 10, 5]",16000,3,0.2
6444,6445.wav,MJRH1_5.wav,FSLS0_1.wav,FMKC0_1.wav,./data/mixed/6445.wav,./data/near_end/MJRH1_5.wav,./data/far_end/FSLS0_1.wav,./data/far_end/FMKC0_1.wav,"[8, 4, 5]","[11, 1, 2]","[12, 6, 1]","[10, 10, 5]","[15, 10, 5]",16000,3,0.2
6445,6446.wav,MJRK0_1.wav,FSJG0_2.wav,MCRE0_1.wav,./data/mixed/6446.wav,./data/near_end/MJRK0_1.wav,./data/far_end/FSJG0_2.wav,./data/far_end/MCRE0_1.wav,"[2, 10, 2]","[3, 2, 1]","[14, 3, 4]","[4, 6, 3]","[15, 10, 5]",16000,3,0.2
6446,6447.wav,MJRK0_1.wav,FSGF0_2.wav,MKAJ0_1.wav,./data/mixed/6447.wav,./data/near_end/MJRK0_1.wav,./data/far_end/FSGF0_2.wav,./data/far_end/MKAJ0_1.wav,"[11, 8, 1]","[12, 10, 3]","[13, 2, 2]","[14, 8, 1]","[15, 10, 5]",16000,3,0.2
6447,6448.wav,MJRK0_1.wav,MTMT0_1.wav,MCDR0_4.wav,./data/mixed/6448.wav,./data/near_end/MJRK0_1.wav,./data/far_end/MTMT0_1.wav,./data/far_end/MCDR0_4.wav,"[4, 2, 5]","[10, 3, 4]","[12, 2, 3]","[5, 1, 2]","[15, 10, 5]",16000,3,0.2
6448,6449.wav,MJRK0_1.wav,MMRP0_1.wav,FCDR1_3.wav,./data/mixed/6449.wav,./data/near_end/MJRK0_1.wav,./data/far_end/MMRP0_1.wav,./data/far_end/FCDR1_3.wav,"[2, 8, 4]","[11, 4, 1]","[13, 2, 4]","[4, 1, 2]","[15, 10, 5]",16000,3,0.2
6449,6450.wav,MJRK0_1.wav,MMSM0_2.wav,FJRP1_4.wav,./data/mixed/6450.wav,./data/near_end/MJRK0_1.wav,./data/far_end/MMSM0_2.wav,./data/far_end/FJRP1_4.wav,"[14, 3, 5]","[10, 2, 5]","[3, 6, 4]","[1, 8, 1]","[15, 10, 5]",16000,3,0.2
6450,6451.wav,MJRK0_2.wav,MJRP0_1.wav,MDNS0_2.wav,./data/mixed/6451.wav,./data/near_end/MJRK0_2.wav,./data/far_end/MJRP0_1.wav,./data/far_end/MDNS0_2.wav,"[6, 3, 3]","[5, 10, 4]","[1, 3, 1]","[1, 4, 5]","[15, 10, 5]",16000,3,0.2
6451,6452.wav,MJRK0_2.wav,MRAM0_3.wav,MMAG0_2.wav,./data/mixed/6452.wav,./data/near_end/MJRK0_2.wav,./data/far_end/MRAM0_3.wav,./data/far_end/MMAG0_2.wav,"[12, 6, 2]","[3, 2, 1]","[9, 4, 4]","[13, 8, 1]","[15, 10, 5]",16000,3,0.2
6452,6453.wav,MJRK0_2.wav,MPGH0_3.wav,MLJC0_2.wav,./data/mixed/6453.wav,./data/near_end/MJRK0_2.wav,./data/far_end/MPGH0_3.wav,./data/far_end/MLJC0_2.wav,"[13, 4, 4]","[3, 1, 3]","[13, 6, 5]","[3, 6, 4]","[15, 10, 5]",16000,3,0.2
6453,6454.wav,MJRK0_2.wav,FGDP0_2.wav,FJEN0_1.wav,./data/mixed/6454.wav,./data/near_end/MJRK0_2.wav,./data/far_end/FGDP0_2.wav,./data/far_end/FJEN0_1.wav,"[6, 7, 3]","[13, 6, 2]","[11, 9, 1]","[4, 5, 3]","[15, 10, 5]",16000,3,0.2
6454,6455.wav,MJRK0_2.wav,MTPG0_1.wav,MTBC0_3.wav,./data/mixed/6455.wav,./data/near_end/MJRK0_2.wav,./data/far_end/MTPG0_1.wav,./data/far_end/MTBC0_3.wav,"[10, 6, 1]","[1, 4, 3]","[9, 5, 3]","[13, 2, 4]","[15, 10, 5]",16000,3,0.2
6455,6456.wav,MJRK0_3.wav,MFXS0_1.wav,FSAH0_1.wav,./data/mixed/6456.wav,./data/near_end/MJRK0_3.wav,./data/far_end/MFXS0_1.wav,./data/far_end/FSAH0_1.wav,"[1, 7, 2]","[9, 2, 2]","[12, 5, 5]","[13, 3, 3]","[15, 10, 5]",16000,3,0.2
6456,6457.wav,MJRK0_3.wav,FKFB0_3.wav,MDLM0_1.wav,./data/mixed/6457.wav,./data/near_end/MJRK0_3.wav,./data/far_end/FKFB0_3.wav,./data/far_end/MDLM0_1.wav,"[4, 4, 1]","[4, 7, 1]","[2, 8, 2]","[14, 8, 4]","[15, 10, 5]",16000,3,0.2
6457,6458.wav,MJRK0_3.wav,FLJA0_2.wav,MGSH0_4.wav,./data/mixed/6458.wav,./data/near_end/MJRK0_3.wav,./data/far_end/FLJA0_2.wav,./data/far_end/MGSH0_4.wav,"[4, 9, 4]","[6, 7, 1]","[13, 1, 3]","[11, 5, 4]","[15, 10, 5]",16000,3,0.2
6458,6459.wav,MJRK0_3.wav,MPEB0_1.wav,MJMA0_1.wav,./data/mixed/6459.wav,./data/near_end/MJRK0_3.wav,./data/far_end/MPEB0_1.wav,./data/far_end/MJMA0_1.wav,"[10, 6, 4]","[2, 7, 2]","[11, 10, 2]","[14, 8, 4]","[15, 10, 5]",16000,3,0.2
6459,6460.wav,MJRK0_3.wav,FDNC0_3.wav,FBAS0_4.wav,./data/mixed/6460.wav,./data/near_end/MJRK0_3.wav,./data/far_end/FDNC0_3.wav,./data/far_end/FBAS0_4.wav,"[12, 10, 2]","[2, 9, 2]","[8, 5, 3]","[10, 3, 2]","[15, 10, 5]",16000,3,0.2
6460,6461.wav,MJRK0_4.wav,MRSO0_4.wav,FTBR0_2.wav,./data/mixed/6461.wav,./data/near_end/MJRK0_4.wav,./data/far_end/MRSO0_4.wav,./data/far_end/FTBR0_2.wav,"[3, 1, 3]","[12, 3, 5]","[7, 4, 2]","[2, 10, 2]","[15, 10, 5]",16000,3,0.2
6461,6462.wav,MJRK0_4.wav,MHJB0_2.wav,MBWP0_1.wav,./data/mixed/6462.wav,./data/near_end/MJRK0_4.wav,./data/far_end/MHJB0_2.wav,./data/far_end/MBWP0_1.wav,"[14, 2, 2]","[1, 2, 3]","[2, 10, 3]","[10, 6, 3]","[15, 10, 5]",16000,3,0.2
6462,6463.wav,MJRK0_4.wav,MEAL0_1.wav,MDBB1_1.wav,./data/mixed/6463.wav,./data/near_end/MJRK0_4.wav,./data/far_end/MEAL0_1.wav,./data/far_end/MDBB1_1.wav,"[10, 5, 5]","[12, 9, 2]","[7, 9, 5]","[7, 2, 4]","[15, 10, 5]",16000,3,0.2
6463,6464.wav,MJRK0_4.wav,FDJH0_3.wav,MSJK0_2.wav,./data/mixed/6464.wav,./data/near_end/MJRK0_4.wav,./data/far_end/FDJH0_3.wav,./data/far_end/MSJK0_2.wav,"[13, 6, 5]","[2, 7, 3]","[1, 8, 3]","[2, 7, 5]","[15, 10, 5]",16000,3,0.2
6464,6465.wav,MJRK0_4.wav,FCLT0_1.wav,MREE0_2.wav,./data/mixed/6465.wav,./data/near_end/MJRK0_4.wav,./data/far_end/FCLT0_1.wav,./data/far_end/MREE0_2.wav,"[7, 2, 4]","[14, 3, 1]","[6, 4, 2]","[3, 8, 5]","[15, 10, 5]",16000,3,0.2
6465,6466.wav,MJRP0_1.wav,MVJH0_1.wav,FGMB0_3.wav,./data/mixed/6466.wav,./data/near_end/MJRP0_1.wav,./data/far_end/MVJH0_1.wav,./data/far_end/FGMB0_3.wav,"[10, 4, 2]","[10, 6, 4]","[14, 6, 5]","[12, 10, 4]","[15, 10, 5]",16000,3,0.2
6466,6467.wav,MJRP0_1.wav,MTLC0_1.wav,MJFR0_4.wav,./data/mixed/6467.wav,./data/near_end/MJRP0_1.wav,./data/far_end/MTLC0_1.wav,./data/far_end/MJFR0_4.wav,"[2, 4, 2]","[14, 9, 1]","[1, 1, 3]","[14, 5, 1]","[15, 10, 5]",16000,3,0.2
6467,6468.wav,MJRP0_1.wav,FTMG0_1.wav,MSAS0_3.wav,./data/mixed/6468.wav,./data/near_end/MJRP0_1.wav,./data/far_end/FTMG0_1.wav,./data/far_end/MSAS0_3.wav,"[8, 9, 1]","[10, 4, 5]","[13, 3, 1]","[8, 9, 2]","[15, 10, 5]",16000,3,0.2
6468,6469.wav,MJRP0_1.wav,MRCG0_3.wav,MTJM0_3.wav,./data/mixed/6469.wav,./data/near_end/MJRP0_1.wav,./data/far_end/MRCG0_3.wav,./data/far_end/MTJM0_3.wav,"[13, 1, 2]","[5, 3, 3]","[2, 7, 5]","[13, 4, 3]","[15, 10, 5]",16000,3,0.2
6469,6470.wav,MJRP0_1.wav,MTRR0_3.wav,FSKP0_2.wav,./data/mixed/6470.wav,./data/near_end/MJRP0_1.wav,./data/far_end/MTRR0_3.wav,./data/far_end/FSKP0_2.wav,"[4, 4, 2]","[4, 5, 3]","[11, 1, 5]","[11, 3, 4]","[15, 10, 5]",16000,3,0.2
6470,6471.wav,MJRP0_2.wav,MJPG0_2.wav,MAEB0_2.wav,./data/mixed/6471.wav,./data/near_end/MJRP0_2.wav,./data/far_end/MJPG0_2.wav,./data/far_end/MAEB0_2.wav,"[13, 8, 4]","[6, 3, 5]","[2, 8, 3]","[8, 7, 3]","[15, 10, 5]",16000,3,0.2
6471,6472.wav,MJRP0_2.wav,FSDC0_1.wav,MRAB0_2.wav,./data/mixed/6472.wav,./data/near_end/MJRP0_2.wav,./data/far_end/FSDC0_1.wav,./data/far_end/MRAB0_2.wav,"[6, 5, 3]","[4, 8, 2]","[10, 2, 2]","[6, 3, 3]","[15, 10, 5]",16000,3,0.2
6472,6473.wav,MJRP0_2.wav,MAPV0_1.wav,MDEM0_1.wav,./data/mixed/6473.wav,./data/near_end/MJRP0_2.wav,./data/far_end/MAPV0_1.wav,./data/far_end/MDEM0_1.wav,"[10, 10, 1]","[9, 8, 3]","[11, 2, 1]","[9, 3, 4]","[15, 10, 5]",16000,3,0.2
6473,6474.wav,MJRP0_2.wav,MDLC0_4.wav,MAPV0_1.wav,./data/mixed/6474.wav,./data/near_end/MJRP0_2.wav,./data/far_end/MDLC0_4.wav,./data/far_end/MAPV0_1.wav,"[4, 1, 1]","[12, 1, 3]","[2, 4, 4]","[13, 1, 1]","[15, 10, 5]",16000,3,0.2
6474,6475.wav,MJRP0_2.wav,MCDR0_2.wav,MLEL0_1.wav,./data/mixed/6475.wav,./data/near_end/MJRP0_2.wav,./data/far_end/MCDR0_2.wav,./data/far_end/MLEL0_1.wav,"[1, 5, 5]","[1, 10, 4]","[11, 2, 4]","[14, 10, 2]","[15, 10, 5]",16000,3,0.2
6475,6476.wav,MJRP0_3.wav,MLBC0_1.wav,MRXB0_3.wav,./data/mixed/6476.wav,./data/near_end/MJRP0_3.wav,./data/far_end/MLBC0_1.wav,./data/far_end/MRXB0_3.wav,"[6, 3, 1]","[14, 5, 3]","[2, 8, 5]","[5, 2, 3]","[15, 10, 5]",16000,3,0.2
6476,6477.wav,MJRP0_3.wav,MTAB0_1.wav,MFRM0_2.wav,./data/mixed/6477.wav,./data/near_end/MJRP0_3.wav,./data/far_end/MTAB0_1.wav,./data/far_end/MFRM0_2.wav,"[5, 4, 5]","[8, 1, 4]","[14, 1, 3]","[7, 6, 1]","[15, 10, 5]",16000,3,0.2
6477,6478.wav,MJRP0_3.wav,FSDC0_1.wav,MAKR0_1.wav,./data/mixed/6478.wav,./data/near_end/MJRP0_3.wav,./data/far_end/FSDC0_1.wav,./data/far_end/MAKR0_1.wav,"[7, 1, 1]","[14, 10, 5]","[4, 4, 2]","[9, 3, 4]","[15, 10, 5]",16000,3,0.2
6478,6479.wav,MJRP0_3.wav,MPRB0_2.wav,MJPG0_1.wav,./data/mixed/6479.wav,./data/near_end/MJRP0_3.wav,./data/far_end/MPRB0_2.wav,./data/far_end/MJPG0_1.wav,"[4, 9, 4]","[12, 8, 4]","[7, 10, 5]","[9, 8, 3]","[15, 10, 5]",16000,3,0.2
6479,6480.wav,MJRP0_3.wav,MMWS1_1.wav,MPRK0_4.wav,./data/mixed/6480.wav,./data/near_end/MJRP0_3.wav,./data/far_end/MMWS1_1.wav,./data/far_end/MPRK0_4.wav,"[6, 1, 1]","[2, 5, 1]","[7, 9, 4]","[11, 6, 4]","[15, 10, 5]",16000,3,0.2
6480,6481.wav,MJRP0_4.wav,MCEW0_1.wav,FSLS0_3.wav,./data/mixed/6481.wav,./data/near_end/MJRP0_4.wav,./data/far_end/MCEW0_1.wav,./data/far_end/FSLS0_3.wav,"[2, 3, 2]","[13, 4, 4]","[7, 10, 4]","[9, 1, 3]","[15, 10, 5]",16000,3,0.2
6481,6482.wav,MJRP0_4.wav,MFXV0_1.wav,MJLS0_1.wav,./data/mixed/6482.wav,./data/near_end/MJRP0_4.wav,./data/far_end/MFXV0_1.wav,./data/far_end/MJLS0_1.wav,"[13, 5, 5]","[14, 4, 5]","[5, 6, 2]","[9, 7, 1]","[15, 10, 5]",16000,3,0.2
6482,6483.wav,MJRP0_4.wav,FTBR0_3.wav,FKDE0_4.wav,./data/mixed/6483.wav,./data/near_end/MJRP0_4.wav,./data/far_end/FTBR0_3.wav,./data/far_end/FKDE0_4.wav,"[11, 4, 3]","[5, 9, 5]","[10, 9, 5]","[4, 9, 1]","[15, 10, 5]",16000,3,0.2
6483,6484.wav,MJRP0_4.wav,FGCS0_3.wav,MMAR0_4.wav,./data/mixed/6484.wav,./data/near_end/MJRP0_4.wav,./data/far_end/FGCS0_3.wav,./data/far_end/MMAR0_4.wav,"[1, 5, 1]","[3, 4, 2]","[7, 1, 1]","[13, 2, 3]","[15, 10, 5]",16000,3,0.2
6484,6485.wav,MJRP0_4.wav,FCDR1_2.wav,FPAD0_4.wav,./data/mixed/6485.wav,./data/near_end/MJRP0_4.wav,./data/far_end/FCDR1_2.wav,./data/far_end/FPAD0_4.wav,"[10, 3, 1]","[14, 3, 4]","[10, 8, 5]","[14, 7, 4]","[15, 10, 5]",16000,3,0.2
6485,6486.wav,MJSR0_1.wav,FJLR0_2.wav,MCTM0_3.wav,./data/mixed/6486.wav,./data/near_end/MJSR0_1.wav,./data/far_end/FJLR0_2.wav,./data/far_end/MCTM0_3.wav,"[3, 9, 3]","[13, 7, 5]","[13, 3, 1]","[14, 2, 2]","[15, 10, 5]",16000,3,0.2
6486,6487.wav,MJSR0_1.wav,FSPM0_2.wav,MILB0_1.wav,./data/mixed/6487.wav,./data/near_end/MJSR0_1.wav,./data/far_end/FSPM0_2.wav,./data/far_end/MILB0_1.wav,"[13, 4, 5]","[8, 5, 4]","[1, 2, 4]","[2, 1, 2]","[15, 10, 5]",16000,3,0.2
6487,6488.wav,MJSR0_1.wav,FSGF0_2.wav,MHRM0_2.wav,./data/mixed/6488.wav,./data/near_end/MJSR0_1.wav,./data/far_end/FSGF0_2.wav,./data/far_end/MHRM0_2.wav,"[14, 8, 3]","[14, 1, 1]","[6, 3, 5]","[11, 2, 1]","[15, 10, 5]",16000,3,0.2
6488,6489.wav,MJSR0_1.wav,MBBR0_3.wav,MRJT0_3.wav,./data/mixed/6489.wav,./data/near_end/MJSR0_1.wav,./data/far_end/MBBR0_3.wav,./data/far_end/MRJT0_3.wav,"[9, 1, 4]","[4, 1, 2]","[10, 10, 4]","[4, 1, 2]","[15, 10, 5]",16000,3,0.2
6489,6490.wav,MJSR0_1.wav,MRTJ0_1.wav,FKDE0_3.wav,./data/mixed/6490.wav,./data/near_end/MJSR0_1.wav,./data/far_end/MRTJ0_1.wav,./data/far_end/FKDE0_3.wav,"[1, 8, 1]","[8, 7, 2]","[5, 1, 3]","[11, 3, 1]","[15, 10, 5]",16000,3,0.2
6490,6491.wav,MJSR0_2.wav,FBCH0_2.wav,FMJF0_2.wav,./data/mixed/6491.wav,./data/near_end/MJSR0_2.wav,./data/far_end/FBCH0_2.wav,./data/far_end/FMJF0_2.wav,"[9, 9, 3]","[11, 9, 2]","[5, 4, 4]","[3, 6, 2]","[15, 10, 5]",16000,3,0.2
6491,6492.wav,MJSR0_2.wav,MBGT0_4.wav,FMEM0_3.wav,./data/mixed/6492.wav,./data/near_end/MJSR0_2.wav,./data/far_end/MBGT0_4.wav,./data/far_end/FMEM0_3.wav,"[11, 7, 1]","[11, 3, 1]","[5, 7, 3]","[4, 9, 5]","[15, 10, 5]",16000,3,0.2
6492,6493.wav,MJSR0_2.wav,MCSS0_3.wav,MMAG0_4.wav,./data/mixed/6493.wav,./data/near_end/MJSR0_2.wav,./data/far_end/MCSS0_3.wav,./data/far_end/MMAG0_4.wav,"[1, 4, 4]","[11, 7, 5]","[1, 3, 3]","[4, 2, 2]","[15, 10, 5]",16000,3,0.2
6493,6494.wav,MJSR0_2.wav,MRSO0_4.wav,MDSJ0_2.wav,./data/mixed/6494.wav,./data/near_end/MJSR0_2.wav,./data/far_end/MRSO0_4.wav,./data/far_end/MDSJ0_2.wav,"[2, 9, 1]","[11, 7, 2]","[9, 10, 2]","[12, 1, 3]","[15, 10, 5]",16000,3,0.2
6494,6495.wav,MJSR0_2.wav,MJRG0_3.wav,MRML0_3.wav,./data/mixed/6495.wav,./data/near_end/MJSR0_2.wav,./data/far_end/MJRG0_3.wav,./data/far_end/MRML0_3.wav,"[1, 6, 2]","[7, 7, 3]","[5, 9, 2]","[10, 4, 4]","[15, 10, 5]",16000,3,0.2
6495,6496.wav,MJSR0_3.wav,MTAB0_1.wav,MSAH1_2.wav,./data/mixed/6496.wav,./data/near_end/MJSR0_3.wav,./data/far_end/MTAB0_1.wav,./data/far_end/MSAH1_2.wav,"[5, 9, 1]","[8, 1, 1]","[11, 6, 2]","[13, 8, 3]","[15, 10, 5]",16000,3,0.2
6496,6497.wav,MJSR0_3.wav,MSFH0_1.wav,FSKL0_1.wav,./data/mixed/6497.wav,./data/near_end/MJSR0_3.wav,./data/far_end/MSFH0_1.wav,./data/far_end/FSKL0_1.wav,"[3, 3, 2]","[12, 5, 2]","[7, 9, 2]","[8, 3, 5]","[15, 10, 5]",16000,3,0.2
6497,6498.wav,MJSR0_3.wav,FJWB1_3.wav,MPEB0_2.wav,./data/mixed/6498.wav,./data/near_end/MJSR0_3.wav,./data/far_end/FJWB1_3.wav,./data/far_end/MPEB0_2.wav,"[14, 4, 4]","[8, 3, 2]","[12, 1, 5]","[4, 8, 4]","[15, 10, 5]",16000,3,0.2
6498,6499.wav,MJSR0_3.wav,FLTM0_2.wav,MJSR0_2.wav,./data/mixed/6499.wav,./data/near_end/MJSR0_3.wav,./data/far_end/FLTM0_2.wav,./data/far_end/MJSR0_2.wav,"[7, 10, 1]","[13, 9, 1]","[10, 6, 2]","[3, 2, 1]","[15, 10, 5]",16000,3,0.2
6499,6500.wav,MJSR0_3.wav,MJJB0_3.wav,FMEM0_3.wav,./data/mixed/6500.wav,./data/near_end/MJSR0_3.wav,./data/far_end/MJJB0_3.wav,./data/far_end/FMEM0_3.wav,"[2, 9, 1]","[3, 9, 3]","[1, 4, 3]","[3, 8, 2]","[15, 10, 5]",16000,3,0.2
6500,6501.wav,MJSR0_4.wav,MADC0_4.wav,MGSH0_3.wav,./data/mixed/6501.wav,./data/near_end/MJSR0_4.wav,./data/far_end/MADC0_4.wav,./data/far_end/MGSH0_3.wav,"[14, 4, 3]","[12, 4, 2]","[5, 9, 4]","[2, 6, 2]","[15, 10, 5]",16000,3,0.2
6501,6502.wav,MJSR0_4.wav,MJRP0_3.wav,MTLB0_2.wav,./data/mixed/6502.wav,./data/near_end/MJSR0_4.wav,./data/far_end/MJRP0_3.wav,./data/far_end/MTLB0_2.wav,"[9, 4, 1]","[1, 1, 3]","[6, 6, 5]","[12, 2, 3]","[15, 10, 5]",16000,3,0.2
